Respondent,OpenSource,Hobby,ConvertedSalary,CommunicationTools,LanguageWorkedWith,OperatingSystem,CompanySize,Country
Respondente_308,Yes,No,37363.2,Google Hangouts/Chat,C#,Windows,"1,000 to 4,999 employees",India
Respondente_309,Yes,Yes,0.0,Slack,JavaScript,MacOS,10 to 19 employees,New Zealand
Respondente_310,No,No,0.0,nan,Java,Linux-based,10 to 19 employees,India
Respondente_311,No,Yes,0.0,Slack,JavaScript,BSD/Unix,,Argentina
Respondente_312,No,No,318925.6,Trello,JavaScript,Windows,100 to 499 employees,United Kingdom
Respondente_313,Yes,Yes,63100.799999999996,Jira,Java,Windows,"10,000 or more employees",India
Respondente_314,No,No,177340.8,Office / productivity suite ,C#,Windows,20 to 99 employees,Nigeria
Respondente_315,No,No,280028.0,Slack,JavaScript,MacOS,20 to 99 employees,United Kingdom
Respondente_316,No,Yes,0.0,nan,nan,,20 to 99 employees,Mexico
Respondente_317,Yes,Yes,392000.0,Confluence,C#,Windows,Fewer than 10 employees,United States
Respondente_318,Yes,Yes,212464.0,Confluence,Go,MacOS,500 to 999 employees,Portugal
Respondente_319,No,Yes,0.0,nan,C++,Windows,,Poland
Respondente_320,No,Yes,257913.59999999998,Trello,Assembly,Linux-based,20 to 99 employees,Hong Kong (S.A.R.)
Respondente_321,No,Yes,0.0,nan,nan,,500 to 999 employees,Germany
Respondente_322,No,Yes,254351.99999999997,nan,Matlab,MacOS,"5,000 to 9,999 employees",Singapore
Respondente_323,Yes,Yes,83865.59999999999,Google Hangouts/Chat,JavaScript,Windows,,Brazil
Respondente_324,No,Yes,31583.999999999996,Google Hangouts/Chat,Java,Linux-based,10 to 19 employees,India
Respondente_325,Yes,Yes,0.0,Other chat system ,Java,Windows,,Ireland
Respondente_326,Yes,Yes,350039.19999999995,Slack,JavaScript,MacOS,10 to 19 employees,United Kingdom
Respondente_327,Yes,Yes,629126.3999999999,Confluence,C#,Windows,,Israel
Respondente_328,No,Yes,475999.99999999994,Confluence,JavaScript,Linux-based,20 to 99 employees,United States
Respondente_329,Yes,Yes,626992.7999999999,Office / productivity suite ,C,Windows,"10,000 or more employees",Australia
Respondente_330,No,Yes,0.0,nan,nan,,100 to 499 employees,Poland
Respondente_331,No,No,20960.8,Jira,C,MacOS,,Sweden
Respondente_332,Yes,Yes,167664.0,Confluence,Erlang,MacOS,20 to 99 employees,Brazil
Respondente_333,Yes,Yes,210403.19999999998,Google Hangouts/Chat,Erlang,MacOS,10 to 19 employees,India
Respondente_334,No,Yes,0.0,nan,nan,,"10,000 or more employees",United States
Respondente_335,No,No,385392.0,Slack,Python,Linux-based,"1,000 to 4,999 employees",Switzerland
Respondente_336,No,Yes,972439.9999999999,Slack,C#,MacOS,,United Kingdom
Respondente_337,No,Yes,213830.4,Google Hangouts/Chat,JavaScript,MacOS,20 to 99 employees,Brazil
Respondente_338,Yes,Yes,951999.9999999999,HipChat,JavaScript,MacOS,500 to 999 employees,United States
Respondente_339,Yes,Yes,171130.4,Slack,C#,Windows,Fewer than 10 employees,United Kingdom
Respondente_340,No,Yes,471323.99999999994,Confluence,C#,Windows,"5,000 to 9,999 employees",Norway
Respondente_341,No,Yes,438552.8,Jira,C#,Windows,"10,000 or more employees",United States
Respondente_342,No,Yes,26275.199999999997,Google Hangouts/Chat,Java,Linux-based,20 to 99 employees,India
Respondente_343,Yes,Yes,402393.6,Google Hangouts/Chat,C,MacOS,20 to 99 employees,Sweden
Respondente_344,No,Yes,672000.0,Google Hangouts/Chat,CoffeeScript,Windows,,United States
Respondente_345,Yes,Yes,375513.6,Confluence,Assembly,Windows,Fewer than 10 employees,Denmark
Respondente_346,No,No,750400.0,Slack,C#,Windows,100 to 499 employees,United States
Respondente_347,Yes,Yes,0.0,nan,C,Linux-based,,India
Respondente_348,No,Yes,89174.4,nan,C++,MacOS,100 to 499 employees,Russian Federation
Respondente_349,Yes,Yes,0.0,Jira,nan,,20 to 99 employees,Egypt
Respondente_350,Yes,Yes,24192.0,Jira,C,Windows,100 to 499 employees,India
Respondente_351,No,No,840000.0,Confluence,JavaScript,MacOS,500 to 999 employees,United States
Respondente_352,No,Yes,53491.2,nan,Erlang,Windows,"1,000 to 4,999 employees",France
Respondente_353,No,Yes,330590.39999999997,Slack,Java,MacOS,500 to 999 employees,United Kingdom
Respondente_354,No,No,311147.19999999995,Confluence,C#,Windows,20 to 99 employees,United Kingdom
Respondente_355,Yes,Yes,53491.2,Jira,C,Windows,20 to 99 employees,Russian Federation
Respondente_356,No,Yes,101068.79999999999,Google Hangouts/Chat,Go,MacOS,100 to 499 employees,Mexico
Respondente_357,Yes,No,376952.8,Google Hangouts/Chat,C,Windows,20 to 99 employees,Italy
Respondente_358,Yes,Yes,0.0,nan,nan,,Fewer than 10 employees,Brazil
Respondente_359,No,Yes,1680000.0,Office / productivity suite ,Java,Windows,"5,000 to 9,999 employees",United States
Respondente_360,Yes,Yes,840000.0,Google Hangouts/Chat,JavaScript,MacOS,,United States
Respondente_361,No,Yes,58867.2,Google Hangouts/Chat,SQL,Windows,20 to 99 employees,Algeria
Respondente_362,Yes,Yes,1120000.0,Slack,JavaScript,MacOS,20 to 99 employees,United States
Respondente_363,No,Yes,0.0,nan,nan,,,Argentina
Respondente_364,No,Yes,98784.0,Jira,C#,Windows,20 to 99 employees,Poland
Respondente_365,No,No,123379.2,Other chat system ,C#,Windows,20 to 99 employees,Romania
Respondente_366,No,No,0.0,nan,nan,,500 to 999 employees,United States
Respondente_367,Yes,Yes,505612.8,Confluence,JavaScript,Windows,"1,000 to 4,999 employees",United Kingdom
Respondente_368,No,Yes,360735.19999999995,Office / productivity suite ,C,Windows,Fewer than 10 employees,Canada
Respondente_369,Yes,No,0.0,nan,C,Windows,,India
Respondente_370,No,Yes,503999.99999999994,nan,Objective-C,MacOS,,United States
Respondente_371,No,Yes,0.0,Slack,C,MacOS,10 to 19 employees,Mexico
Respondente_372,Yes,Yes,411196.8,Google Hangouts/Chat,Java,MacOS,,Spain
Respondente_373,Yes,No,106982.4,Office / productivity suite ,JavaScript,Windows,20 to 99 employees,Russian Federation
Respondente_374,Yes,No,491125.6,Slack,CoffeeScript,MacOS,10 to 19 employees,New Zealand
Respondente_375,No,Yes,0.0,nan,nan,,20 to 99 employees,Bangladesh
Respondente_376,Yes,Yes,363249.6,Slack,Erlang,MacOS,100 to 499 employees,Netherlands
Respondente_377,Yes,Yes,73651.2,Facebook,C,Windows,"10,000 or more employees",India
Respondente_378,Yes,Yes,420000.0,Confluence,C,Linux-based,500 to 999 employees,United States
Respondente_379,No,Yes,350039.19999999995,Slack,Java,Windows,500 to 999 employees,United Kingdom
Respondente_380,Yes,Yes,0.0,nan,nan,,20 to 99 employees,India
Respondente_381,No,Yes,170822.4,Slack,Go,Linux-based,10 to 19 employees,Brazil
Respondente_382,Yes,Yes,0.0,nan,C++,Linux-based,,Greece
Respondente_383,Yes,Yes,0.0,nan,nan,,,Russian Federation
Respondente_384,No,Yes,82992.0,Office / productivity suite ,C#,Windows,"1,000 to 4,999 employees",Mexico
Respondente_385,No,Yes,0.0,Slack,HTML,Windows,100 to 499 employees,Indonesia
Respondente_386,Yes,Yes,233357.59999999998,Office / productivity suite ,JavaScript,MacOS,,United Kingdom
Respondente_387,No,Yes,133392.0,Confluence,Java,Windows,"1,000 to 4,999 employees",Hungary
Respondente_388,Yes,Yes,560000.0,Slack,Assembly,Windows,20 to 99 employees,United States
Respondente_389,No,Yes,294711.19999999995,Slack,Python,Linux-based,20 to 99 employees,France
Respondente_390,Yes,No,420000.0,Confluence,Java,MacOS,"1,000 to 4,999 employees",United States
Respondente_391,Yes,Yes,39849.6,Confluence,C,Windows,500 to 999 employees,Brazil
Respondente_392,Yes,No,0.0,nan,nan,,100 to 499 employees,Pakistan
Respondente_393,Yes,Yes,313493.6,Confluence,Go,Linux-based,100 to 499 employees,Australia
Respondente_394,No,Yes,0.0,Google Hangouts/Chat,Java,Linux-based,20 to 99 employees,India
Respondente_395,Yes,Yes,133660.8,Google Hangouts/Chat,Julia,Linux-based,,Italy
Respondente_396,Yes,Yes,809200.0,Confluence,C#,MacOS,"1,000 to 4,999 employees",United States
Respondente_397,No,Yes,0.0,nan,C++,MacOS,,United Kingdom
Respondente_398,Yes,Yes,100665.59999999999,Stack Overflow Enterprise,C#,Windows,500 to 999 employees,"Iran, Islamic Republic of..."
Respondente_399,No,Yes,22400.0,nan,C++,MacOS,,United States
Respondente_400,No,No,1007999.9999999999,nan,Java,MacOS,"10,000 or more employees",United States
Respondente_401,No,Yes,70134.4,Confluence,C,Windows,"10,000 or more employees",India
Respondente_402,Yes,Yes,822444.0,Confluence,Java,MacOS,"10,000 or more employees",Netherlands
Respondente_403,No,Yes,822460.7999999999,Jira,Java,Windows,20 to 99 employees,Germany
Respondente_404,No,Yes,104832.0,Facebook,C,Windows,20 to 99 employees,Brazil
Respondente_405,Yes,Yes,756000.0,Slack,Clojure,MacOS,Fewer than 10 employees,United States
Respondente_406,No,Yes,2434992.0,Office / productivity suite ,Java,Linux-based,20 to 99 employees,Canada
Respondente_407,Yes,Yes,377260.8,Slack,JavaScript,MacOS,20 to 99 employees,Sweden
Respondente_408,Yes,Yes,0.0,Facebook,C#,Windows,,Lebanon
Respondente_409,Yes,No,5600000.0,Confluence,nan,,100 to 499 employees,Australia
Respondente_410,No,Yes,378336.0,Confluence,Python,Windows,100 to 499 employees,Germany
Respondente_411,No,Yes,313600.0,Confluence,JavaScript,Windows,20 to 99 employees,United States
Respondente_412,Yes,Yes,698678.3999999999,Google Hangouts/Chat,C#,Windows,,Australia
Respondente_413,Yes,Yes,209731.19999999998,Other wiki tool ,Java,Windows,20 to 99 employees,Belgium
Respondente_414,Yes,Yes,5600000.0,Confluence,nan,,"10,000 or more employees",Germany
Respondente_415,No,Yes,503999.99999999994,Slack,C#,Windows,"1,000 to 4,999 employees",United States
Respondente_416,Yes,Yes,304281.6,Facebook,Go,MacOS,100 to 499 employees,Lithuania
Respondente_417,No,No,131577.6,Slack,Java,MacOS,Fewer than 10 employees,Italy
Respondente_418,Yes,Yes,149732.8,Confluence,C++,MacOS,10 to 19 employees,India
Respondente_419,Yes,Yes,462106.39999999997,Confluence,C,Linux-based,500 to 999 employees,Germany
Respondente_420,No,Yes,158793.59999999998,Slack,JavaScript,Linux-based,20 to 99 employees,Philippines
Respondente_421,No,No,448000.0,Google Hangouts/Chat,JavaScript,MacOS,10 to 19 employees,United States
Respondente_422,Yes,No,287856.8,Slack,JavaScript,Linux-based,100 to 499 employees,Greece
Respondente_423,Yes,Yes,187600.0,Office / productivity suite ,Assembly,Linux-based,20 to 99 employees,United States
Respondente_424,No,No,157796.8,Google Hangouts/Chat,JavaScript,MacOS,100 to 499 employees,India
Respondente_425,No,Yes,219318.4,Other chat system ,JavaScript,MacOS,20 to 99 employees,France
Respondente_426,No,No,0.0,nan,C,,,Spain
Respondente_427,No,No,289968.0,Jira,Java,Windows,100 to 499 employees,Israel
Respondente_428,Yes,Yes,209462.4,Office / productivity suite ,JavaScript,Windows,20 to 99 employees,China
Respondente_429,Yes,Yes,479757.6,Confluence,C#,MacOS,10 to 19 employees,Germany
Respondente_430,No,Yes,233027.19999999998,Slack,C++,MacOS,Fewer than 10 employees,Netherlands
Respondente_431,No,Yes,154560.0,Jira,C++,Windows,20 to 99 employees,Russian Federation
Respondente_432,Yes,Yes,178012.8,Trello,Java,MacOS,10 to 19 employees,China
Respondente_433,No,Yes,222600.0,Office / productivity suite ,Java,Windows,100 to 499 employees,United States
Respondente_434,Yes,Yes,0.0,nan,Assembly,Linux-based,"10,000 or more employees",United States
Respondente_435,Yes,Yes,631209.6,Jira,C,Linux-based,"1,000 to 4,999 employees",India
Respondente_436,No,Yes,411224.8,Office / productivity suite ,C++,Windows,Fewer than 10 employees,Germany
Respondente_437,No,Yes,0.0,Slack,Assembly,Windows,20 to 99 employees,Nepal
Respondente_438,Yes,Yes,0.0,Confluence,nan,,,United States
Respondente_439,No,Yes,0.0,nan,Java,Windows,,Brazil
Respondente_440,No,No,0.0,nan,Python,Windows,20 to 99 employees,United Kingdom
Respondente_441,No,No,0.0,Google Hangouts/Chat,C#,Windows,Fewer than 10 employees,Canada
Respondente_442,No,Yes,0.0,nan,C,Windows,,India
Respondente_443,No,No,5600000.0,nan,C#,Linux-based,,France
Respondente_444,Yes,Yes,450917.6,nan,CoffeeScript,MacOS,100 to 499 employees,Canada
Respondente_445,No,Yes,287856.8,Confluence,Go,MacOS,100 to 499 employees,France
Respondente_446,Yes,Yes,272249.6,Office / productivity suite ,C++,MacOS,"5,000 to 9,999 employees",United Kingdom
Respondente_447,No,Yes,26880.0,Facebook,Java,,,Cambodia
Respondente_448,No,Yes,313600.0,Jira,C++,Linux-based,100 to 499 employees,United States
Respondente_449,Yes,Yes,0.0,nan,nan,,,United States
Respondente_450,No,No,0.0,nan,Python,Windows,"10,000 or more employees",United States
Respondente_451,No,Yes,2138371.1999999997,Confluence,C++,Linux-based,100 to 499 employees,Italy
Respondente_452,Yes,No,896000.0,Google Hangouts/Chat,C++,Linux-based,"10,000 or more employees",United States
Respondente_453,Yes,Yes,466054.39999999997,Confluence,Groovy,MacOS,100 to 499 employees,Germany
Respondente_454,Yes,Yes,616834.3999999999,Office / productivity suite ,C,Windows,,France
Respondente_455,Yes,Yes,0.0,nan,C,Linux-based,,Italy
Respondente_456,No,No,0.0,Office / productivity suite ,C#,Windows,"5,000 to 9,999 employees",United States
Respondente_457,Yes,Yes,722400.0,Confluence,JavaScript,Linux-based,100 to 499 employees,United States
Respondente_458,Yes,Yes,233027.19999999998,Confluence,JavaScript,Linux-based,20 to 99 employees,Italy
Respondente_459,No,Yes,37699.2,Jira,C,MacOS,20 to 99 employees,Brazil
Respondente_460,No,No,0.0,nan,nan,,"5,000 to 9,999 employees",India
Respondente_461,Yes,Yes,0.0,Jira,Java,Windows,20 to 99 employees,Italy
Respondente_462,Yes,Yes,0.0,nan,nan,,,United Kingdom
Respondente_463,Yes,No,134400.0,Google Hangouts/Chat,CoffeeScript,MacOS,20 to 99 employees,Argentina
Respondente_464,Yes,Yes,1752.8,Facebook,C,Windows,,India
Respondente_465,No,Yes,392000.0,Facebook,C#,Windows,500 to 999 employees,United States
Respondente_466,Yes,Yes,0.0,nan,JavaScript,Linux-based,"1,000 to 4,999 employees",Brazil
Respondente_467,No,Yes,10550.4,nan,C,Windows,20 to 99 employees,India
Respondente_468,No,Yes,55238.399999999994,Slack,C#,MacOS,Fewer than 10 employees,Denmark
Respondente_469,Yes,Yes,171130.4,Slack,C#,Windows,"5,000 to 9,999 employees",United Kingdom
Respondente_470,No,Yes,248914.4,Office / productivity suite ,C,Windows,"10,000 or more employees",United Kingdom
Respondente_471,No,No,314563.19999999995,nan,C#,Windows,Fewer than 10 employees,Israel
Respondente_472,Yes,Yes,0.0,nan,nan,,10 to 19 employees,Poland
Respondente_473,No,Yes,543200.0,Office / productivity suite ,Assembly,Windows,20 to 99 employees,United States
Respondente_474,No,Yes,560000.0,Office / productivity suite ,JavaScript,Windows,20 to 99 employees,United States
Respondente_475,No,Yes,94080.0,Jira,C++,MacOS,20 to 99 employees,Ukraine
Respondente_476,No,Yes,0.0,Google Hangouts/Chat,JavaScript,Windows,20 to 99 employees,United States
Respondente_477,No,Yes,0.0,nan,C++,Linux-based,,Belgium
Respondente_478,Yes,Yes,0.0,nan,nan,,"1,000 to 4,999 employees",United States
Respondente_479,Yes,Yes,701316.0,Jira,JavaScript,MacOS,10 to 19 employees,India
Respondente_480,Yes,Yes,0.0,nan,Java,MacOS,"1,000 to 4,999 employees",United Kingdom
Respondente_481,No,No,0.0,nan,Java,Windows,100 to 499 employees,Spain
Respondente_482,No,No,0.0,nan,nan,,20 to 99 employees,Poland
Respondente_483,Yes,Yes,1577990.4,Other chat system ,Assembly,Linux-based,"10,000 or more employees",India
Respondente_484,Yes,Yes,896000.0,Facebook,Go,MacOS,"10,000 or more employees",United States
Respondente_485,No,Yes,840000.0,Confluence,C++,MacOS,20 to 99 employees,United States
Respondente_486,No,Yes,0.0,nan,nan,,,United Kingdom
Respondente_487,No,Yes,315268.8,Slack,C++,Windows,"1,000 to 4,999 employees",Germany
Respondente_488,No,Yes,0.0,nan,Java,MacOS,,Canada
Respondente_489,No,Yes,233357.59999999998,Slack,C++,Windows,10 to 19 employees,United Kingdom
Respondente_490,Yes,Yes,420000.0,nan,Assembly,MacOS,,United States
Respondente_491,Yes,Yes,233357.59999999998,Confluence,Perl,Linux-based,20 to 99 employees,United Kingdom
Respondente_492,No,Yes,0.0,nan,R,Linux-based,,Greece
Respondente_493,No,Yes,0.0,nan,C,Windows,,United States
Respondente_494,No,Yes,125731.2,Slack,JavaScript,Windows,20 to 99 employees,Brazil
Respondente_495,No,Yes,560000.0,Other chat system ,Assembly,Linux-based,100 to 499 employees,United States
Respondente_496,Yes,Yes,0.0,nan,nan,,Fewer than 10 employees,Hungary
Respondente_497,No,Yes,0.0,nan,nan,,"10,000 or more employees",India
Respondente_498,No,No,360735.19999999995,Jira,Assembly,Windows,100 to 499 employees,Canada
Respondente_499,No,Yes,411224.8,Facebook,C,Windows,"1,000 to 4,999 employees",Belgium
Respondente_500,No,Yes,0.0,nan,C++,Windows,,United States
Respondente_501,Yes,Yes,812000.0,Office / productivity suite ,C#,MacOS,20 to 99 employees,United States
Respondente_502,No,Yes,237148.8,Confluence,Objective-C,MacOS,"1,000 to 4,999 employees",Poland
Respondente_503,No,Yes,79430.4,Slack,C,MacOS,20 to 99 employees,Paraguay
Respondente_504,No,Yes,0.0,nan,nan,,,
Respondente_505,No,No,5600000.0,Confluence,C,Windows,"1,000 to 4,999 employees",India
Respondente_506,No,No,0.0,nan,nan,,"10,000 or more employees",Canada
Respondente_507,No,No,0.0,nan,nan,Windows,,United States
Respondente_508,Yes,Yes,73640.0,Jira,JavaScript,MacOS,20 to 99 employees,India
Respondente_509,No,No,0.0,nan,nan,,100 to 499 employees,Slovenia
Respondente_510,No,Yes,0.0,HipChat,Assembly,Linux-based,100 to 499 employees,India
Respondente_511,No,Yes,420000.0,Other chat system ,C,Windows,20 to 99 employees,United States
Respondente_512,No,Yes,326916.8,Jira,C++,Linux-based,100 to 499 employees,Canada
Respondente_513,Yes,Yes,328977.6,Slack,Python,Linux-based,"1,000 to 4,999 employees",Germany
Respondente_514,No,Yes,321384.0,Facebook,C#,MacOS,20 to 99 employees,Sweden
Respondente_515,No,Yes,35683.2,Other chat system ,C,Linux-based,Fewer than 10 employees,Russian Federation
Respondente_516,No,Yes,0.0,nan,JavaScript,Windows,,Australia
Respondente_517,No,Yes,896000.0,Slack,C,MacOS,100 to 499 employees,United States
Respondente_518,No,Yes,0.0,nan,nan,,Fewer than 10 employees,United States
Respondente_519,Yes,Yes,280.0,Slack,JavaScript,MacOS,100 to 499 employees,United Kingdom
Respondente_520,No,No,219161.59999999998,Slack,C++,Windows,100 to 499 employees,India
Respondente_521,No,Yes,324660.0,Slack,C#,Windows,100 to 499 employees,Canada
Respondente_522,Yes,Yes,274433.6,Other wiki tool ,Go,Windows,Fewer than 10 employees,United Arab Emirates
Respondente_523,No,No,489999.99999999994,Slack,C#,MacOS,Fewer than 10 employees,United States
Respondente_524,Yes,Yes,139843.19999999998,Office / productivity suite ,C#,Windows,500 to 999 employees,Spain
Respondente_525,Yes,Yes,376952.8,Google Hangouts/Chat,Java,Linux-based,20 to 99 employees,France
Respondente_526,Yes,Yes,82252.79999999999,nan,Assembly,Windows,"1,000 to 4,999 employees",Estonia
Respondente_527,Yes,Yes,0.0,nan,nan,,100 to 499 employees,Pakistan
Respondente_528,No,Yes,0.0,nan,nan,,"10,000 or more employees",Malaysia
Respondente_529,Yes,Yes,420000.0,Confluence,C#,Windows,10 to 19 employees,United States
Respondente_530,Yes,Yes,313600.0,Office / productivity suite ,C#,MacOS,Fewer than 10 employees,United States
Respondente_531,No,Yes,0.0,Confluence,C#,MacOS,20 to 99 employees,Australia
Respondente_532,No,Yes,651100.7999999999,Confluence,C#,Windows,,Netherlands
Respondente_533,Yes,Yes,728000.0,Facebook,C#,Windows,20 to 99 employees,United States
